time,lat,lon,tid,label
6,19.6,-68.6,2000,L1
12,20.7,-69.5,2000,L1
18,21.5,-70.4,2000,L1
24,22.3,-71.2,2000,L1
30,23.1,-72,2000,L1
36,24,-72.8,2000,L1
42,25.1,-73.5,2000,L1
48,26.2,-74.1,2000,L1
54,27.4,-74.6,2000,L1
60,28.5,-75,2000,L1
66,29.4,-75.3,2000,L1
72,30.2,-75.5,2000,L1
78,30.9,-75.6,2000,L1
84,31.4,-75.5,2000,L1
90,31.8,-75.2,2000,L1
96,32.2,-74.8,2000,L1
102,32.5,-74.3,2000,L1
108,32.8,-73.5,2000,L1
114,33.1,-72.6,2000,L1
120,33.3,-71.6,2000,L1
126,33.6,-70.6,2000,L1
132,34,-69.5,2000,L1
138,35,-68,2000,L1
144,36.5,-65.5,2000,L1
150,38.2,-62.2,2000,L1
156,40.2,-58.2,2000,L1
162,42.2,-54,2000,L1
168,44.2,-49.8,2000,L1
6,21.5,-69,2002,L1
12,22.5,-70.5,2002,L1
18,23.4,-72.2,2002,L1
24,24.3,-73.8,2002,L1
30,26.2,-75.2,2002,L1
36,27.2,-76.1,2002,L1
42,28.2,-76.7,2002,L1
48,29.3,-77.2,2002,L1
54,30.5,-77.7,2002,L1
60,32,-78,2002,L1
66,33.9,-78.1,2002,L1
72,34.1,-78.2,2002,L1
78,35.7,-78.2,2002,L1
84,36.9,-78,2002,L1
90,37.8,-77.4,2002,L1
96,38.5,-76.2,2002,L1
102,39.2,-74.5,2002,L1
108,39.8,-72.8,2002,L1
114,40.3,-71,2002,L1
120,40.8,-69.4,2002,L1
126,41.3,-67.9,2002,L1
6,19.3,-83.6,2007,L1
12,20,-84.2,2007,L1
18,20.6,-84.9,2007,L1
24,20.9,-85.6,2007,L1
30,21,-86.3,2007,L1
36,21.1,-87.2,2007,L1
42,20.9,-88.3,2007,L1
48,20.5,-89.5,2007,L1
54,20,-90.7,2007,L1
60,19.2,-92,2007,L1
66,18.5,-93.2,2007,L1
72,17.9,-94,2007,L1
78,17.2,-94.2,2007,L1
84,16.5,-94,2007,L1
6,35.5,-40.4,2011,L1
12,35.5,-40.2,2011,L1
18,35.5,-40,2011,L1
24,35.5,-39.8,2011,L1
30,35.6,-39.6,2011,L1
36,35.7,-39.3,2011,L1
42,36,-39,2011,L1
48,36.6,-38.6,2011,L1
54,37.5,-38.1,2011,L1
60,38.3,-37.4,2011,L1
66,39,-36.5,2011,L1
72,39.7,-35.3,2011,L1
78,40.4,-33.5,2011,L1
84,41,-29.5,2011,L1
90,41.5,-25.5,2011,L1
96,41.2,-23,2011,L1
102,40.5,-21,2011,L1
108,39.7,-19.5,2011,L1
114,39,-18,2011,L1
120,38.5,-16,2011,L1
6,24,-80,2033,L1
12,24.1,-81.5,2033,L1
18,24.1,-82.3,2033,L1
24,24.2,-83.1,2033,L1
30,24.3,-84,2033,L1
