tid,label,lat,lon
3176,41,39.739154,-104.984703
3176,41,39.739154,-104.984703
3176,41,39.739154,-104.984703
3176,41,39.739154,-104.984703
3176,41,39.739154,-104.984703
3176,41,39.739154,-104.984703
3176,41,39.739154,-104.984703
3176,41,39.739154,-104.984703
3176,41,39.739154,-104.984703
3176,41,39.739154,-104.984703
3176,41,39.739154,-104.984703
3176,41,39.739154,-104.984703
3176,41,39.739154,-104.984703
3176,41,39.739154,-104.984703
3176,41,39.739154,-104.984703
3177,41,39.739154,-104.984703
3177,41,39.739154,-104.984703
3177,41,39.739154,-104.984703
3177,41,39.739154,-104.984703
3177,41,39.739154,-104.984703
3177,41,39.739154,-104.984703
3177,41,39.739154,-104.984703
3177,41,39.739154,-104.984703
3177,41,39.739154,-104.984703
3177,41,39.739154,-104.984703
3177,41,39.739154,-104.984703
3177,41,39.739154,-104.984703
3178,41,39.739154,-104.984703
3178,41,39.739154,-104.984703
3178,41,39.739154,-104.984703
3178,41,39.739154,-104.984703
3178,41,39.739154,-104.984703
3178,41,39.739154,-104.984703
3178,41,39.739154,-104.984703
3178,41,39.739154,-104.984703
3178,41,39.739154,-104.984703
3178,41,39.739154,-104.984703
3178,41,39.739154,-104.984703
3178,41,39.739154,-104.984703
3178,41,39.739154,-104.984703
3178,41,39.739154,-104.984703
3178,41,39.762325,-104.98227
3178,41,39.75083,-105.000093
3178,41,39.762352,-104.982366
3179,41,39.739154,-104.984703
3179,41,39.739154,-104.984703
3179,41,39.762352,-104.982366
3179,41,39.747791,-104.984278
3179,41,39.762352,-104.982366
3179,41,39.785198,-104.891902
3179,41,39.739154,-104.984703
3179,41,39.739154,-104.984703
3179,41,39.739154,-104.984703
3179,41,39.739154,-104.984703
3179,41,39.739154,-104.984703
3181,41,39.75015,-105.00028
3181,41,43.549975,-96.700327
3181,41,39.739154,-104.984703
3181,41,39.762352,-104.982366
3181,41,39.739154,-104.984703
3181,41,39.739154,-104.984703
3181,41,39.739154,-104.984703
3181,41,39.739154,-104.984703
3181,41,39.739154,-104.984703
3181,41,39.720334,-104.903522
3181,41,39.739154,-104.984703
3181,41,39.751425,-105.000289
3181,41,39.75809,-104.903216
3181,41,39.739154,-104.984703
