tid,label,lat,lon
3044,142,39.0671746,-94.5818403
3044,142,39.2946699535,-94.7190999985
3044,142,32.8453777818,-96.8521213531
3044,142,32.7855066694,-96.8015348911
3044,142,32.7853949167,-96.80094005
3044,142,32.7995967833,-96.8058156833
3044,142,32.7813765833,-96.80666895
3044,142,32.8453777818,-96.8521213531
3044,142,39.2974431129,-94.716053009
3044,142,39.2974431129,-94.716053009
3044,142,39.2989458869,-94.7206664085
3044,142,41.9780286285,-87.9036712646
3044,142,41.9812756333,-87.90638435
3044,142,41.0684160761,-73.7056446075
3044,142,41.0684160761,-73.7056446075
3044,142,41.9812756333,-87.90638435
3044,142,41.9780286285,-87.9036712646
3044,142,39.2974431129,-94.716053009
3044,142,39.2989458869,-94.7206664085
3044,142,38.9250621134,-94.7280263901
3049,142,38.7423688309,-90.365896225
3049,142,38.78874595,-89.9520349333
3049,142,41.8891025298,-87.6307575965
3049,142,41.8904417122,-87.6239383221
3049,142,41.89102077,-87.62351125
3049,142,41.8947664136,-87.623847127
3049,142,41.8920390506,-87.6244211197
3049,142,41.8891025298,-87.6307575965
3049,142,41.8882692679,-87.6354825497
3049,142,41.8889321908,-87.6340019703
3049,142,41.9479207274,-87.6558351517
3049,142,41.9479207274,-87.6558351517
3049,142,41.9476816667,-87.6566379333
3049,142,41.9473701325,-87.6544833183
3049,142,41.9469152897,-87.6542043686
3049,142,41.94073435,-87.65420355
3049,142,41.9301420878,-87.6434909933
3049,142,41.893162217,-87.618120583
3049,142,41.7272476333,-88.0379258833
3049,142,39.09154415,-94.5780801667
3049,142,39.1095638631,-94.5719096141
3049,142,39.04183745,-94.5914053833
3049,142,38.9124658321,-94.6607351303
3049,142,38.9116310095,-94.6376895905
3049,142,39.084500669,-94.5841150612
3051,142,41.4115138761,-81.839196682
3051,142,41.4099057158,-81.8376739958
3051,142,39.0914997635,-94.5563542843
3051,142,39.09154415,-94.5780801667
3051,142,39.0754547333,-94.5758796333
3051,142,38.9798364667,-94.6327464667
3051,142,39.04183745,-94.5914053833
3051,142,39.0506711667,-94.5980687833
3051,142,39.0937690318,-94.5831439181
3051,142,39.08243725,-94.5818266135
3051,142,39.1088792333,-94.5703326167
3052,142,38.9123118167,-94.77684245
3052,142,39.2974431129,-94.716053009
3052,142,41.9780286285,-87.9036712646
3052,142,39.9979913457,-82.8840136528
3052,142,39.9664021958,-83.0018011753
3052,142,39.9397862615,-82.9913320579
3052,142,39.9726829167,-83.00156595
3052,142,39.97384445,-83.00296395
3052,142,39.9979913457,-82.8840136528
3052,142,41.9780286285,-87.9036712646
3052,142,39.2974431129,-94.716053009
3052,142,39.084500669,-94.5841150612
3052,142,39.0686298994,-94.5851182938
3052,142,39.0671746,-94.5818403
3052,142,39.0895805012,-94.5816029093
3052,142,39.2974431129,-94.716053009
3053,142,38.8505371091,-77.0410251617
3053,142,39.03269835,-77.5159924
3053,142,38.899073,-77.07292455
3053,142,38.8955754607,-77.0719349384
3053,142,39.01094685,-76.9114095833
3053,142,39.0223765,-76.9254046333
3053,142,38.9847659181,-76.5070939064
3053,142,38.9778001,-76.48673815
3053,142,38.8764890333,-77.07328445
3053,142,38.88361702,-77.0650577545
3053,142,38.8763591357,-77.0726430416
3053,142,38.88148955,-77.0712880333
3053,142,38.8808895167,-77.0712543
3053,142,38.8810780976,-77.0711946487
3053,142,38.8505371091,-77.0410251617
3053,142,39.2974431129,-94.716053009
3053,142,39.09154415,-94.5780801667
3053,142,39.0877270667,-94.5885983833
3055,142,39.0754547333,-94.5758796333
3055,142,38.9791107178,-94.6303634644
3055,142,38.9573147556,-94.6456074715
3055,142,39.0513851526,-94.4804906845
3055,142,39.0979413667,-94.5831009333
3055,142,39.2974431129,-94.716053009
3055,142,41.9780286285,-87.9036712646
3055,142,41.9780286285,-87.9036712646
3055,142,41.9784337833,-87.91084275
3055,142,39.2974431129,-94.716053009
3055,142,39.09154415,-94.5780801667
3055,142,39.09853935,-94.5820283833
3056,142,38.9542652333,-94.6696790333
3056,142,39.0895805012,-94.5816029093
3056,142,39.0571153,-94.60515975
3056,142,39.05214785,-94.6045374833
3056,142,38.9718048901,-94.6074020863
3056,142,39.0884965667,-94.5889389167
3056,142,39.3155527,-94.6928667333
3056,142,39.2974431129,-94.716053009
3056,142,41.4115138761,-81.839196682
3056,142,41.508500971,-81.6952103376
3056,142,41.4115138761,-81.839196682
3056,142,41.4099057158,-81.8376739958
3056,142,41.9780286285,-87.9036712646
3056,142,41.8782881022,-87.6258025336
3056,142,41.8941881033,-87.6338125753
3056,142,41.8821947925,-87.6258625407
3056,142,41.9780286285,-87.9036712646
3056,142,41.978076879,-87.906621877
3056,142,41.4115138761,-81.839196682
3056,142,42.9731706167,-83.7379660667
3058,142,39.0506113667,-94.5969479333
3058,142,39.0520574333,-94.5913481333
3058,142,39.0754033,-94.6033091
3058,142,41.9780286285,-87.9036712646
3058,142,41.9812756333,-87.90638435
3058,142,41.8781185833,-87.6419416833
3058,142,41.8903030167,-87.6114757833
3058,142,41.9479207274,-87.6558351517
3058,142,41.8992555754,-87.6235799706
3058,142,41.8994365333,-87.6240701667
3058,142,41.9780286285,-87.9036712646
3058,142,41.9784337833,-87.91084275
3058,142,39.04183745,-94.5914053833
3058,142,39.2974431129,-94.716053009
3058,142,41.9780286285,-87.9036712646
3058,142,41.9780286285,-87.9036712646
3058,142,41.978076879,-87.906621877
3061,142,39.0986107299,-94.5831656456
3061,142,39.0976019167,-94.5823754667
3061,142,39.0975763333,-94.5827937
3061,142,39.2974431129,-94.716053009
3061,142,41.9780286285,-87.9036712646
3061,142,41.89423245,-87.63825265
3061,142,41.9780286285,-87.9036712646
3061,142,40.7745781069,-73.8720059395
3061,142,40.826946067,-73.9281177521
3061,142,40.8514833821,-73.9520859718
3061,142,40.8135818706,-74.0744376183
3061,142,40.7626417249,-74.0091848373
3061,142,40.7538160368,-73.983618021
3061,142,40.7568799674,-73.9862251282
3061,142,40.7509521389,-73.9868547578
3061,142,40.7679723279,-73.9818692207
3061,142,40.7805414319,-73.9668273926
3061,142,40.7750005944,-73.9826095104
3061,142,40.8514833821,-73.9520859718
3061,142,41.0684160761,-73.7056446075
3061,142,41.9780286285,-87.9036712646
3061,142,39.2974431129,-94.716053009
3062,142,39.0937690318,-94.5831439181
3062,142,39.2974431129,-94.716053009
3062,142,41.9780286285,-87.9036712646
3062,142,41.8875484185,-87.6214340872
3062,142,41.8676090167,-87.6146364167
3062,142,41.8745460194,-87.6204299927
3062,142,41.8758002454,-87.618970871
3062,142,41.882214787,-87.6225757599
3062,142,41.8814799033,-87.623745203
3062,142,41.8826079333,-87.6233696833
3062,142,41.9479207274,-87.6558351517
3062,142,41.8879013062,-87.6258850098
