tid,label,lat,lon
127,6,40.8340978041072,-73.94526722258809
127,6,40.567196,-73.882576
127,6,40.689912719457396,-73.9815044403076
127,6,40.7085883614824,-73.9910316467285
127,6,40.833165200622396,-73.9418603427692
127,6,40.7085883614824,-73.9910316467285
127,6,40.7590904609109,-73.83005619049071
127,6,40.759478666551104,-73.8300985117754
127,6,40.689912719457396,-73.9815044403076
127,6,40.848758995215995,-73.9382779598236
127,6,40.848845833323004,-73.9384174346924
127,6,40.88214078989179,-74.0422647901029
127,6,40.914177997590706,-74.17763521463101
127,6,40.7572212983984,-73.9915466308594
127,6,40.7617816261867,-73.9850546682068
127,6,40.815540684618,-73.9584234721819
127,6,40.833165200622396,-73.9418603427692
127,6,40.8341815824087,-73.945187330246
127,6,40.8346576535679,-73.9451868588011
127,6,40.833165200622396,-73.9418603427692
127,6,40.8341610206876,-73.94503761167971
127,6,40.833165200622396,-73.9418603427692
129,6,40.821344149632296,-73.9540386199951
129,6,40.6900872257332,-73.9817776229191
129,6,40.6897825572405,-73.9810752868652
129,6,40.6889893757358,-73.98129925131799
129,6,40.662169710863296,-73.86484090153671
129,6,40.6963140173316,-73.9906616720344
129,6,40.68875409408809,-73.9806412614152
129,6,40.7085883614824,-73.9910316467285
129,6,40.771059262528404,-73.9176545604588
129,6,40.7660790376824,-73.88352870941159
129,6,40.803291864361896,-73.9328276594543
129,6,40.6904333657826,-73.9852809906006
129,6,40.6900872257332,-73.9817776229191
129,6,40.689912719457396,-73.9815044403076
129,6,40.6963140173316,-73.9906616720344
129,6,40.68875409408809,-73.9806412614152
129,6,40.7661619622658,-73.9775764953862
129,6,40.833165200622396,-73.9418603427692
129,6,40.6900872257332,-73.9817776229191
129,6,40.7136501283367,-73.830267186553
129,6,40.6901232953871,-73.9840790213382
129,6,40.8079950658704,-73.9638555049896
130,6,40.833165200622396,-73.9418603427692
130,6,40.675536508907705,-73.8717549157205
130,6,40.6990888502098,-73.80676279569451
130,6,40.7519046092262,-73.9866960394024
130,6,40.7014573241921,-74.01321428847191
130,6,40.8332608333333,-73.94581555
130,6,40.8173027038574,-73.9585418701172
130,6,40.773839,-73.87122
130,6,40.7631337910326,-73.8752118314646
130,6,40.7592855009274,-73.83078575134279
130,6,40.7590904609109,-73.83005619049071
130,6,40.83429877508829,-74.0979492166034
130,6,40.914177997590706,-74.17763521463101
132,6,40.833165200622396,-73.9418603427692
132,6,40.6900872257332,-73.9817776229191
132,6,40.7700768232489,-73.917989730835
132,6,40.773839,-73.87122
132,6,40.833165200622396,-73.9418603427692
132,6,40.6996886534352,-73.80783123752809
132,6,40.6900872257332,-73.9817776229191
132,6,40.6904333657826,-73.9852809906006
132,6,40.833165200622396,-73.9418603427692
132,6,40.7085883614824,-73.9910316467285
132,6,40.833165200622396,-73.9418603427692
134,6,40.5769992443877,-73.98152589797971
134,6,40.6526759641946,-74.0021467208862
134,6,40.6557390232741,-73.90721698547141
134,6,40.61947411408449,-73.9899587631226
134,6,40.7085883614824,-73.9910316467285
134,6,40.6880585097395,-73.9804905425158
134,6,40.7085883614824,-73.9910316467285
134,6,40.6914746462291,-73.9873838424683
134,6,40.831282826478294,-73.941392502021
134,6,40.833165200622396,-73.9418603427692
134,6,40.8341815824087,-73.945187330246
134,6,40.6053194625755,-73.9804116926189
134,6,40.57745558120849,-73.9812469482422
134,6,40.7564898726738,-73.9862680435181
134,6,40.8341610206876,-73.94503761167971
134,6,40.57745558120849,-73.9812469482422
134,6,40.6900872257332,-73.9817776229191
134,6,40.815540684618,-73.9584234721819
134,6,40.8192174354861,-73.9571721746063
134,6,40.7564898726738,-73.9862680435181
134,6,40.85594702018521,-73.9008381921455
134,6,40.8660975573721,-73.8943862915039
138,6,40.833165200622396,-73.9418603427692
138,6,40.630727792284006,-73.9771270751953
138,6,40.6347866881065,-74.02351989123409
138,6,40.6900872257332,-73.9817776229191
138,6,40.756506126666295,-73.9880275726318
138,6,40.7600867919055,-73.99918377442721
138,6,40.7317954706149,-73.9856725931168
138,6,40.7348919181315,-73.9912194013596
138,6,40.7199733783619,-73.97875785827641
138,6,40.7378241119311,-74.00020077824591
138,6,40.7269335438612,-74.005880355835
138,6,40.68875409408809,-73.9806412614152
138,6,40.8278390825735,-73.92576813697809
138,6,40.833165200622396,-73.9418603427692
138,6,40.756506126666295,-73.9880275726318
138,6,40.6900872257332,-73.9817776229191
138,6,40.689912719457396,-73.9815044403076
138,6,40.815540684618,-73.9584234721819
139,6,40.756506126666295,-73.9880275726318
139,6,40.6900872257332,-73.9817776229191
139,6,40.6904333657826,-73.9852809906006
139,6,40.815540684618,-73.9584234721819
139,6,40.6900872257332,-73.9817776229191
139,6,40.6880585097395,-73.9804905425158
139,6,40.7795008576189,-73.9558461945179
139,6,40.8278390825735,-73.92576813697809
139,6,40.833165200622396,-73.9418603427692
139,6,40.689612,-73.981096
139,6,40.7085883614824,-73.9910316467285
139,6,40.7540712357943,-73.9844635415781
139,6,40.7586233891381,-73.98165136086159
139,6,40.711634904081286,-74.01029350146509
139,6,40.8340978041072,-73.94526722258809
126,6,40.833165200622396,-73.9418603427692
126,6,40.8340978041072,-73.94526722258809
126,6,40.833165200622396,-73.9418603427692
126,6,40.7646959283254,-73.8851974964414
126,6,40.7660790376824,-73.88352870941159
126,6,40.7300987360962,-73.86145271602659
126,6,40.7497034836652,-73.9878129959106
126,6,40.6900872257332,-73.9817776229191
126,6,40.833165200622396,-73.9418603427692
126,6,40.711634904081286,-74.01029350146509
126,6,40.9123450467868,-73.90275478363041
126,6,40.7463791194241,-73.9818906784058
126,6,40.6904333657826,-73.9852809906006
126,6,40.7994853414517,-73.9683072897888
126,6,40.794675785524895,-73.9717626571655
126,6,40.833165200622396,-73.9418603427692
126,6,40.757164476937795,-73.9144165607695
126,6,40.7491426612534,-73.93783807754521
133,6,40.833165200622396,-73.9418603427692
133,6,40.821344149632296,-73.9540386199951
133,6,40.7124594856564,-73.7844586372375
133,6,40.7439786438383,-73.92731656876941
133,6,40.759478666551104,-73.8300985117754
133,6,40.7735868756884,-73.8415145874023
133,6,40.7592855009274,-73.83078575134279
133,6,40.83413855978571,-73.9455842971802
133,6,40.833165200622396,-73.9418603427692
133,6,40.833165200622396,-73.9418603427692
135,6,40.6900872257332,-73.9817776229191
135,6,40.7085883614824,-73.9910316467285
135,6,40.8278609004168,-73.925651460886
135,6,40.7085883614824,-73.9910316467285
135,6,40.6900872257332,-73.9817776229191
135,6,40.7593830207211,-73.98796319961549
135,6,40.6526759641946,-74.0021467208862
135,6,40.6380241987027,-73.97876452846509
135,6,40.68769992719189,-73.9811611175537
135,6,40.64716486182471,-73.9803485611518
135,6,40.653946812382,-74.0045378711284
135,6,40.6904333657826,-73.9852809906006
135,6,40.833165200622396,-73.9418603427692
135,6,40.650783986415,-73.94958959708241
141,7,40.7778713492554,-73.9547613949466
141,7,40.7719139204579,-73.95900893890409
141,7,40.772890999999994,-73.958314
141,7,40.80159564768029,-73.94871711730958
141,7,40.8100901727589,-73.9432668685913
141,7,40.7713022794736,-73.961580379552
141,7,40.7245918871832,-73.9971470832825
141,7,40.726535999999996,-74.002342
141,7,40.742670000000004,-73.98247928
141,7,40.7428634599968,-73.98241467112591
141,7,40.8100901727589,-73.9432668685913
141,7,40.773649259291396,-73.98402163019159
141,7,40.773045,-73.962333
141,7,40.7713022794736,-73.961580379552
141,7,40.788449729771294,-73.9488726854324
141,7,40.77211112865999,-73.96095474201341
141,7,40.7719139204579,-73.95900893890409
141,7,40.7740337440581,-73.9668488502502
145,7,40.793673777441896,-73.9488720781232
145,7,40.794090000000004,-73.96717
145,7,40.7948354482357,-73.9659827441092
145,7,40.7738468721964,-73.95948886871341
145,7,40.809270003135204,-73.9490711688995
