time,lat,lon,tid,label
444,-10.9393413858164,-37.0627421097422,1,car
444,-10.939341385769,-37.0627421097809,1,car
444,-10.9393239478718,-37.0627645137212,1,car
444,-10.9392105616561,-37.0628430455445,1,car
444,-10.9389389789911,-37.0628785984113,1,car
444,-10.9385435911514,-37.0628386631358,1,car
445,-10.9383460576505,-37.0625875627021,1,car
445,-10.9384484455051,-37.0619998251528,1,car
445,-10.9386660746204,-37.0614989339645,1,car
445,-10.9389862284613,-37.0608192197261,1,car
445,-10.9393429131892,-37.0600866959415,1,car
445,-10.9396414360875,-37.0595030996298,1,car
445,-10.9398579141531,-37.0591213205945,1,car
445,-10.9400772902018,-37.0587290032396,1,car
445,-10.9403891021306,-37.0582908757149,1,car
445,-10.9407463806047,-37.0579922269229,1,car
446,-10.9411793936124,-37.0576397274353,1,car
446,-10.9414799027875,-37.0573913752163,1,car
446,-10.941532508608,-37.0573457786884,1,car
446,-10.941532508608,-37.0573457786884,1,car
446,-10.941532508608,-37.0573457786884,1,car
446,-10.941532508608,-37.0573457786884,1,car
446,-10.941532508608,-37.0573457786884,1,car
446,-10.941532508608,-37.0573457786884,1,car
446,-10.941532508608,-37.0573457786884,1,car
446,-10.941532508608,-37.0573457786884,1,car
446,-10.9415422095559,-37.05733795467,1,car
447,-10.9417422658859,-37.0571659304346,1,car
447,-10.9421000724016,-37.056833161463,1,car
447,-10.9424436046914,-37.0565510553466,1,car
447,-10.942783282087,-37.0563672194186,1,car
447,-10.9430483969072,-37.0562007891263,1,car
447,-10.9430896255589,-37.0558792710436,1,car
447,-10.943157098505,-37.0552885005004,1,car
447,-10.94331306032,-37.054664512767,1,car
447,-10.9434934531745,-37.0539906272633,1,car
447,-10.9437307342081,-37.0531333557592,1,car
447,-10.9439490705934,-37.0523363894564,1,car
448,-10.9440888068829,-37.051916335502,1,car
448,-10.9441134427653,-37.051844717417,1,car
448,-10.9441646601166,-37.0516450552908,1,car
448,-10.9442224036202,-37.0512781900614,1,car
448,-10.944110383763,-37.0510435425217,1,car
448,-10.9437149513471,-37.0510003278261,1,car
448,-10.9431917869049,-37.0509992649818,1,car
448,-10.9426620243735,-37.0509779955345,1,car
448,-10.9422370402321,-37.050899772868,1,car
448,-10.9418834994225,-37.0507762933952,1,car
448,-10.9416974315862,-37.0507029806928,1,car
449,-10.9416974315862,-37.0507029806928,1,car
449,-10.9416974315862,-37.0507029806928,1,car
449,-10.9416974315862,-37.0507029806928,1,car
449,-10.9416974315862,-37.0507029806928,1,car
449,-10.9416974315862,-37.0507029806928,1,car
449,-10.9416974315862,-37.0507029806928,1,car
449,-10.9416974315862,-37.0507029806928,1,car
449,-10.9416974315862,-37.0507029806928,1,car
449,-10.9416974315862,-37.0507029806928,1,car
449,-10.9416974315862,-37.0507029806928,1,car
449,-10.9416974315862,-37.0507029806928,1,car
450,-10.9416974315862,-37.0507029806928,1,car
450,-10.9416974315862,-37.0507029806928,1,car
450,-10.9416974315862,-37.0507029806928,1,car
450,-10.9416974315862,-37.0507029806928,1,car
450,-10.9414732738477,-37.0505875545648,1,car
450,-10.9413822594917,-37.0501867793554,1,car
450,-10.9416643981633,-37.0497713582489,1,car
450,-10.941952547707,-37.0493938857767,1,car
450,-10.942281490734,-37.0489806944703,1,car
450,-10.9427139552684,-37.048418462543,1,car
450,-10.9431659277627,-37.0478404749664,1,car
451,-10.9436276323061,-37.0473842152565,1,car
451,-10.9441918710808,-37.0469297081541,1,car
451,-10.9448888658677,-37.0464590382433,1,car
451,-10.9454369552429,-37.0461909219212,1,car
451,-10.9456515766134,-37.0461198859602,1,car
451,-10.9456515766134,-37.0461198859602,1,car
451,-10.9456515766134,-37.0461198859602,1,car
451,-10.9457544131546,-37.0461003641493,1,car
451,-10.9460552569933,-37.0459846893752,1,car
451,-10.9463325071577,-37.0458771417091,1,car
452,-10.9467795711905,-37.0457245873062,1,car
452,-10.9470511943627,-37.0456852790102,1,car
