time,lat,lon,tid,label
817,-10.9394394198589,-37.0624283811754,2,car
817,-10.9394423216378,-37.062569922389,2,car
818,-10.9394423216378,-37.062569922389,2,car
818,-10.9394423216378,-37.062569922389,2,car
818,-10.9389940189541,-37.0628040561796,2,car
818,-10.9386031368379,-37.0629643381166,2,car
818,-10.9383580704773,-37.0627897829822,2,car
818,-10.9382929933406,-37.0623723921363,2,car
818,-10.9385442666704,-37.0617623761861,2,car
818,-10.9388976451446,-37.0610577138091,2,car
818,-10.939286303702,-37.0603401348362,2,car
818,-10.9395848167205,-37.0597757046112,2,car
819,-10.9398125858738,-37.0593546545551,2,car
819,-10.9400391217797,-37.0589944008603,2,car
819,-10.9402937450586,-37.0589085526268,2,car
819,-10.9404456811417,-37.0589932426757,2,car
819,-10.9407101935088,-37.0592093307299,2,car
819,-10.9409149805608,-37.0593807860186,2,car
819,-10.9409218740574,-37.0593826224655,2,car
819,-10.9411148943361,-37.0595581219005,2,car
819,-10.941432326776,-37.0598464342116,2,car
819,-10.9418928712691,-37.060295261613,2,car
819,-10.9423469125856,-37.0607462389275,2,car
820,-10.9425803954512,-37.0609680232943,2,car
820,-10.9426395313217,-37.061019455344,2,car
820,-10.9426395313217,-37.061019455344,2,car
820,-10.9426395313217,-37.061019455344,2,car
820,-10.9426609697117,-37.0610417000768,2,car
820,-10.942860966487,-37.0612328030135,2,car
820,-10.943153046112,-37.0615523335932,2,car
820,-10.9435076521971,-37.0619215277294,2,car
820,-10.944101382613,-37.0621534000362,2,car
820,-10.9446848104324,-37.0623046854073,2,car
820,-10.9452775946114,-37.0625165384282,2,car
821,-10.9459467284756,-37.0628127118287,2,car
821,-10.9467185939207,-37.063088685173,2,car
821,-10.9473015742741,-37.063353116612,2,car
821,-10.9477864438261,-37.0638136913417,2,car
821,-10.9484458652489,-37.0644578543958,2,car
821,-10.9490483216518,-37.065008034858,2,car
821,-10.949794031983,-37.0657111502789,2,car
821,-10.9504375968955,-37.0663287864546,2,car
821,-10.9510185932797,-37.0668716769588,2,car
821,-10.9516480116529,-37.0672498437447,2,car
821,-10.9519461678284,-37.067389942836,2,car
822,-10.9524568519142,-37.0676607668382,2,car
822,-10.9531169222622,-37.0680128866316,2,car
822,-10.9537359657269,-37.068346468491,2,car
822,-10.9542564297289,-37.0686190611861,2,car
822,-10.9545603667325,-37.0687690439177,2,car
822,-10.9551056026228,-37.0690663435052,2,car
822,-10.9557183655362,-37.0693744433104,2,car
822,-10.9564599836807,-37.0695151638546,2,car
822,-10.9572254865313,-37.0694596750529,2,car
822,-10.9582645013042,-37.0693734739662,2,car
822,-10.9592670047711,-37.0693003846027,2,car
823,-10.9603340326289,-37.069247490638,2,car
823,-10.9616459030409,-37.069178997781,2,car
823,-10.9627094050316,-37.0691043829326,2,car
823,-10.9639731912507,-37.0690349745941,2,car
823,-10.9649785320979,-37.0689742900108,2,car
823,-10.9656844000839,-37.06850669225,2,car
823,-10.9659204446714,-37.0676889838326,2,car
823,-10.9661080889898,-37.066886307788,2,car
823,-10.9663018114565,-37.0660084525239,2,car
823,-10.9664672112953,-37.0653403308881,2,car
823,-10.966982125521,-37.0649914667687,2,car
824,-10.9676419823474,-37.0652842497491,2,car
824,-10.9681432651831,-37.0655749420639,2,car
824,-10.9687186048181,-37.0659983158624,2,car
824,-10.9692736851925,-37.0664603048909,2,car
824,-10.9694520433162,-37.0666011802368,2,car
824,-10.9695975369026,-37.0667169062406,2,car
824,-10.9698527543158,-37.0669367021317,2,car
824,-10.970169469204,-37.0671957013014,2,car
824,-10.9704145056795,-37.0673989553389,2,car
824,-10.9704823388452,-37.0673537914919,2,car
