time,lat,lon,tid,label
0.0,50.145,3.77175,2,D
46.63,50.1267,3.77475,2,D
48.37,50.1243,3.77595,2,D
59.04,50.1234,3.77505,2,D
60.7,50.1222,3.77295,2,D
71.54,50.13,3.78345,2,D
78.51,50.1456,3.77385,2,D
80.26,50.1408,3.77055,2,D
82.02,50.1366,3.76845,2,D
88.96,50.1342,3.76245,2,D
96.15,50.1333,3.76095,2,D
97.9,50.1321,3.76035,2,D
106.32,50.1327,3.76185,2,D
117.04,50.1318,3.75915,2,D
118.81,50.1312,3.75945,2,D
122.02,50.1303,3.76185,2,D
123.78,50.1327,3.75945,2,D
125.54,50.1336,3.76215,2,D
129.19,50.1312,3.76365,2,D
130.89,50.127,3.76335,2,D
134.3,50.1306,3.76905,2,D
141.62,50.1294,3.76695,2,D
143.38,50.1267,3.76395,2,D
145.12,50.1444,3.76875,2,D
148.61,50.1456,3.76935,2,D
154.03,50.1426,3.76575,2,D
161.02,50.1483,3.76725,2,D
164.73,50.1312,3.76335,2,D
166.42,50.1351,3.76275,2,D
175.2,50.121,3.76815,2,D
178.61,50.1207,3.76575,2,D
180.28,50.1216,3.76785,2,D
185.59,50.157,3.77655,2,D
189.28,50.1561,3.77745,2,D
191.0,50.1456,3.77145,2,D
192.75,50.1462,3.77595,2,D
194.51,50.1408,3.77175,2,D
196.26,50.1417,3.77235,2,D
201.65,50.1405,3.77145,2,D
228.2,50.1303,3.76935,2,D
237.21,50.1285,3.76605,2,D
240.65,50.1267,3.76665,2,D
242.41,50.127,3.76665,2,D
245.92,50.1267,3.76365,2,D
247.68,50.1267,3.76605,2,D
249.45,50.1264,3.76545,2,D
261.84,50.1306,3.76335,2,D
263.52,50.1324,3.75825,2,D
267.04,50.1294,3.75405,2,D
268.8,50.1285,3.75435,2,D
274.23,50.1285,3.75405,2,D
275.95,50.1288,3.75285,2,D
277.63,50.1285,3.75315,2,D
284.96,50.1282,3.75375,2,D
286.67,50.1291,3.75285,2,D
288.37,50.1282,3.75225,2,D
290.13,50.1282,3.75165,2,D
294.19,50.1285,3.75195,2,D
297.57,50.1279,3.75225,2,D
300.88,50.1273,3.75435,2,D
302.55,50.1264,3.75135,2,D
309.79,50.1255,3.75225,2,D
311.55,50.1252,3.75195,2,D
313.29,50.1255,3.75195,2,D
316.86,50.124,3.74985,2,D
318.67,50.124,3.75255,2,D
320.52,50.1252,3.75225,2,D
322.23,50.1246,3.75135,2,D
323.87,50.1258,3.75165,2,D
329.03,50.1249,3.75015,2,D
330.87,50.1255,3.75135,2,D
334.45,50.1258,3.75225,2,D
339.67,50.124,3.75105,2,D
341.32,50.1237,3.75165,2,D
341.73,50.124,3.75135,2,D
342.04,50.1243,3.75255,2,D
342.24,50.1246,3.75255,2,D
343.99,50.1255,3.75255,2,D
347.42,50.1258,3.75315,2,D
352.58,50.1258,3.75285,2,D
354.41,50.1255,3.75165,2,D
356.28,50.1258,3.75135,2,D
358.03,50.1258,3.75165,2,D
359.73,50.1255,3.75375,2,D
361.44,50.1291,3.75315,2,D
363.19,50.1267,3.75165,2,D
364.94,50.1297,3.75435,2,D
366.71,50.1291,3.75345,2,D
370.25,50.1291,3.75255,2,D
371.88,50.1297,3.75255,2,D
373.52,50.1249,3.75255,2,D
377.13,50.1288,3.75285,2,D
379.01,50.1297,3.75165,2,D
380.88,50.1276,3.75765,2,D
384.33,50.1264,3.75255,2,D
386.07,50.1225,3.75555,2,D
387.88,50.1222,3.75465,2,D
389.67,50.1222,3.75495,2,D
391.55,50.1231,3.75495,2,D
393.45,50.1237,3.75495,2,D
395.11,50.1228,3.75405,2,D
396.73,50.1237,3.75315,2,D
405.71,50.124,3.75465,2,D
407.39,50.1237,3.75405,2,D
410.91,50.1252,3.75495,2,D
414.49,50.1222,3.75345,2,D
416.31,50.1213,3.75255,2,D
418.08,50.1258,3.75225,2,D
419.75,50.1255,3.75195,2,D
421.38,50.1318,3.75405,2,D
430.48,50.133,3.75435,2,D
432.26,50.1324,3.75345,2,D
434.04,50.1327,3.75405,2,D
435.79,50.1324,3.75435,2,D
439.09,50.1348,3.75435,2,D
441.33,50.1321,3.75825,2,D
443.28,50.1324,3.75945,2,D
453.99,50.1336,3.76125,2,D
461.82,50.1345,3.76365,2,D
465.66,50.1342,3.76365,2,D
467.47,50.1348,3.76275,2,D
479.3,50.1351,3.76335,2,D
483.09,50.1351,3.76305,2,D
485.5,50.1369,3.76725,2,D
487.48,50.1363,3.76755,2,D
489.48,50.136,3.76695,2,D
491.35,50.1351,3.76635,2,D
493.19,50.1345,3.76695,2,D
494.98,50.1345,3.76755,2,D
497.06,50.1354,3.76785,2,D
499.26,50.1348,3.76725,2,D
501.32,50.1354,3.76635,2,D
503.15,50.1357,3.76995,2,D
505.03,50.136,3.76845,2,D
506.93,50.1354,3.76665,2,D
509.1,50.1366,3.76785,2,D
511.62,50.1372,3.76905,2,D
513.62,50.1366,3.76575,2,D
515.49,50.1357,3.76875,2,D
517.34,50.1348,3.76935,2,D
519.19,50.1351,3.76875,2,D
521.3,50.1348,3.76845,2,D
523.43,50.1357,3.76905,2,D
525.47,50.1354,3.76875,2,D
527.32,50.1348,3.76935,2,D
529.21,50.1345,3.77025,2,D
531.14,50.1348,3.77055,2,D
533.12,50.1351,3.77055,2,D
537.05,50.1345,3.77025,2,D
538.93,50.1348,3.76965,2,D
540.76,50.1345,3.76995,2,D
542.58,50.1345,3.76965,2,D
544.77,50.1348,3.76875,2,D
549.12,50.1357,3.77175,2,D
550.98,50.1315,3.76905,2,D
558.8,50.1309,3.77175,2,D
564.54,50.1318,3.77175,2,D
566.35,50.1297,3.76755,2,D
568.42,50.1294,3.76725,2,D
570.62,50.1303,3.76665,2,D
572.73,50.1303,3.76635,2,D
574.6,50.1297,3.76605,2,D
576.48,50.1306,3.76425,2,D
580.35,50.1297,3.76305,2,D
582.36,50.13,3.76395,2,D
584.36,50.1306,3.76425,2,D
586.35,50.1306,3.76365,2,D
592.05,50.1321,3.76245,2,D
594.11,50.1315,3.76125,2,D
598.24,50.1324,3.76335,2,D
600.15,50.1324,3.76065,2,D
602.13,50.1336,3.76245,2,D
604.09,50.1333,3.76185,2,D
606.17,50.1333,3.76125,2,D
609.32,50.1333,3.76005,2,D
611.21,50.1339,3.76275,2,D
614.96,50.1324,3.76305,2,D
617.07,50.1318,3.76275,2,D
623.27,50.1297,3.76635,2,D
627.21,50.13,3.76605,2,D
629.22,50.1291,3.76305,2,D
635.3,50.1297,3.76815,2,D
637.2,50.1291,3.76695,2,D
639.14,50.1285,3.76605,2,D
643.61,50.1294,3.76665,2,D
645.66,50.1291,3.76725,2,D
647.6,50.1327,3.76065,2,D
649.51,50.133,3.76035,2,D
651.53,50.133,3.76035,2,D
653.53,50.133,3.76065,2,D
655.53,50.1318,3.76005,2,D
659.55,50.1318,3.76095,2,D
661.44,50.1333,3.76035,2,D
665.56,50.1333,3.76095,2,D
669.92,50.1333,3.76185,2,D
671.86,50.1309,3.76845,2,D
673.77,50.1309,3.76785,2,D
